SBS-Example1	DPD-Example1
yassa kassaci piḷandhana<b>vikatiyā</b> ākaṅkhati, yadi muddikāya yadi kuṇḍalāya yadi gīveyyakāya yadi suvaṇṇamālāya, tañ'c'assa atthaṃ anubhoti.	yassa kassaci piḷandhana<b>vikatiyā</b> ākaṅkhati, yadi muddikāya yadi kuṇḍalāya yadi gīveyyakāya yadi suvaṇṇamālāya, tañ'c'assa atthaṃ anubhoti.
seyyathā'pi, āvuso, dakkho goghātako vā goghātak'antevāsī vā tiṇhena go<b>vikantanena</b> kucchiṃ parikanteyya, evam'eva kho adhimattā vātā kucchiṃ parikantanti.	seyyathāpi, āvuso, dakkho goghātako vā goghātak'antevāsī vā tiṇhena go<b>vikantanena</b> kucchiṃ parikanteyya, evam'eva kho adhimattā vātā kucchiṃ parikantanti.
tass'īdha diṭṭhe va sute mute vā, pakappitā n'atthi aṇū'pi saññā,<br/>taṃ brāhmaṇaṃ diṭṭhim'anādiyānaṃ, ken'īdha lokasmiṃ <b>vikappayeyya</b>.	tass'īdha diṭṭhe va sute mute vā,<br/>pakappitā n'atthi aṇū'pi saññā,<br/>taṃ brāhmaṇaṃ diṭṭhim'anādiyānaṃ,<br/>ken'īdha lokasmiṃ <b>vikappayeyya</b>.
yo pana bhikkhu bhikkhussa vā bhikkhuniyā vā sikkhamānāya vā sāmaṇerassa vā sāmaṇeriyā vā sāmaṃ cīvaraṃ <b>vikappetvā</b> appaccuddhāraṇaṃ paribhuñjeyya, pācittiyaṃ.	yo pana bhikkhu bhikkhussa vā bhikkhuniyā vā sikkhamānāya vā sāmaṇerassa vā sāmaṇeriyā vā sāmaṃ cīvaraṃ <b>vikappetvā</b> appaccuddhāraṇaṃ paribhuñjeyya, pācittiyaṃ.
tesañ'ca <b>vikālabhojan'ādi</b>vasena vatthusabhāg'āpattiyo ce na vijjanti.	tesañ'ca <b>vikālabhojan'ādi</b>vasena vatthusabhāg'āpattiyo ce na vijjanti.
tesañ'ca <b>vikālabhojan'ādivasena</b> vatthusabhāg'āpattiyo ce na vijjanti.	tesañ'ca <b>vikālabhojan'ādivasena</b> vatthusabhāg'āpattiyo ce na vijjanti.
yo pana bhikkhu <b>vikāle</b> khādanīyaṃ vā bhojanīyaṃ vā khādeyya vā bhuñjeyya vā, pācittiyaṃ.	yo pana bhikkhu <b>vikāle</b> khādanīyaṃ vā bhojanīyaṃ vā khādeyya vā bhuñjeyya vā, pācittiyaṃ.
dubbhāsitaṃ <b>vikkhalitaṃ</b>, sampamohaṃ parājayaṃ,<br/>añño'ññass'ābhinandanti, tad'ariyo katha'n'ācare.	dubbhāsitaṃ <b>vikkhalitaṃ</b>,<br/>sampamohaṃ parājayaṃ,<br/>añño'ññass'ābhinandanti,<br/>tad'ariyo kathan'ācare.
te taṃ sarasiṃ ogāhetvā soṇḍāya bhisamuḷālaṃ abbuhetvā su<b>vikkhālitaṃ</b> vikkhāletvā akaddamaṃ saṅkhāditvā ajjhoharanti.	te taṃ sarasiṃ ogāhetvā soṇḍāya bhisamuḷālaṃ abbuhetvā su<b>vikkhālitaṃ </b>vikkhāletvā akaddamaṃ saṅkhāditvā ajjhoharanti.
te taṃ sarasiṃ ogāhetvā soṇḍāya bhisamuḷālaṃ abbuhetvā suvikkhālitaṃ <b>vikkhāletvā</b> akaddamaṃ saṅkhāditvā ajjhoharanti.	te taṃ sarasiṃ ogāhetvā soṇḍāya bhisamuḷālaṃ abbuhetvā suvikkhālitaṃ <b>vikkhāletvā</b> akaddamaṃ saṅkhāditvā ajjhoharanti.
saṃkhittaṃ vā cittaṃ saṃkhittaṃ cittan'ti pajānāti, <b>vikkhittaṃ</b> vā cittaṃ <b>vikkhittaṃ</b> cittan'ti pajānāti.	puna caparaṃ, bhikkhave, bhikkhu seyyathā'pi passeyya sarīraṃ sivathikāya chaḍḍitaṃ aṭṭhikāni apagatasambandhāni disā vidisā <b>vikkhittāni</b>
evañ'hi so, bhikkhave, majjhe nadiyā soto <b>vikkhitto</b> visaṭo byādiṇṇo n'eva dūraṅ'gamo assa na sīghasoto na hārahārī .	evañ'hi so, bhikkhave, majjhe nadiyā soto <b>vikkhitto</b> visaṭo byādiṇṇo n'eva dūraṅ'gamo assa na sīghasoto na hārahārī .
tassa kāye kāyānupassino viharato kāyārammaṇo vā uppajjati kāyasmiṃ pariḷāho, cetaso vā līnattaṃ, bahiddhā vā cittaṃ <b>vikkhipati</b>.	tassa kāye kāy'ānupassino viharato kāy'ārammaṇo vā uppajjati kāyasmiṃ pariḷāho cetaso vā līnattaṃ bahiddhā vā cittaṃ <b>vikkhipati</b>.
seyyathā'pi, bhikkhu, dvinnaṃ kaṭṭhānaṃ saṅghaṭṭā samodhānā usmā jāyati, tejo abhinibbattati, tesaṃ'y'eva dvinnaṃ kaṭṭhānaṃ nānābhāvā <b>vikkhepā</b> yā tajjā usmā sā nirujjhati, sā vūpasammati.	seyyathāpi, bhikkhu, dvinnaṃ kaṭṭhānaṃ saṅghaṭṭā samodhānā usmā jāyati, tejo abhinibbattati, tesaṃ'y'eva dvinnaṃ kaṭṭhānaṃ nānābhāvā <b>vikkhepā</b> yā tajjā usmā sā nirujjhati, sā vūpasammati.
so an'upārambhacitto samāno bhabbo muṭṭhassaccaṃ pahātuṃ asampajaññaṃ pahātuṃ cetaso <b>vikkhepaṃ</b> pahātuṃ.	tayo'me, bhikkhave, dhamme appahāya abhabbo muṭṭhasaccaṃ pahātuṃ asampajaññaṃ pahātuṃ cetaso <b>vikkhepaṃ</b> pahātuṃ. katame tayo?
idha, brāhmaṇa, ekacco kāmesu vītarāgo hoti <b>vigatacchando</b> vigatapemo vigatapipāso vigatapariḷāho vigatataṇho.	katamo ca, brāhmaṇa, maraṇadhammo samāno na bhāyati, na santāsaṃ āpajjati maraṇassa? idha, brāhmaṇa, ekacco kāmesu vītarāgo hoti <b>vigatacchando</b> vigatapemo vigatapipāso vigatapariḷāho vigatataṇho.
kathañ'ca, gahapati, kāmehi ritto hoti? idha, gahapati, ekacco kāmesu vigatarāgo hoti <b>vigatachando</b> vigatapemo vigatapipāso vigatapariḷāho vigatataṇho.	kathañ'ca, gahapati, kāmehi ritto hoti? idha, gahapati, ekacco kāmesu vigatarāgo hoti <b>vigatachando</b> vigatapemo vigatapipāso vigatapariḷāho vigatataṇho. evaṃ kho, gahapati, kāmehi ritto hoti.
kathañ'ca, gahapati, kāmehi ritto hoti? idha, gahapati, ekacco kāmesu vigatarāgo hoti vigatachando vigatapemo vigatapipāso vigatapariḷāho <b>vigatataṇho</b>.	kathañ'ca, gahapati, kāmehi ritto hoti? idha, gahapati, ekacco kāmesu vigatarāgo hoti vigatachando vigatapemo vigatapipāso vigatapariḷāho <b>vigatataṇho</b>. evaṃ kho, gahapati, kāmehi ritto hoti.
thīnamiddhapariyuṭṭhitassa purisapuggalassa <b>vigatathinamiddhatā</b> hoti parikkamanāya, uddhatassa purisapuggalassa anuddhaccaṃ hoti parikkamanāya	thīnamiddhapariyuṭṭhitassa purisapuggalassa <b>vigatathinamiddhatā</b> hoti parikkamanāya, uddhatassa purisapuggalassa anuddhaccaṃ hoti parikkamanāya
kathañ'ca, gahapati, kāmehi ritto hoti? idha, gahapati, ekacco kāmesu vigatarāgo hoti vigatachando vigatapemo vigatapipāso <b>vigatapariḷāho</b> vigatataṇho.	kathañ'ca, gahapati, kāmehi ritto hoti? idha, gahapati, ekacco kāmesu vigatarāgo hoti vigatachando vigatapemo vigatapipāso <b>vigatapariḷāho</b> vigatataṇho. evaṃ kho, gahapati, kāmehi ritto hoti.
kathañ'ca, gahapati, kāmehi ritto hoti? idha, gahapati, ekacco kāmesu vigatarāgo hoti vigatachando vigatapemo <b>vigatapipāso</b> vigatapariḷāho vigatataṇho.	so aparena samayena rūpānaṃ'y'eva samudayañ'ca atthaṅgamañ'ca assādañ'ca ādīnavañ'ca nissaraṇañ'ca yathābhūtaṃ viditvā rūpataṇhaṃ pahāya rūpapariḷāhaṃ paṭivinodetvā <b>vigatapipāso</b> ajjhattaṃ vūpasantacitto vihareyya.
kathañ'ca, gahapati, kāmehi ritto hoti? idha, gahapati, ekacco kāmesu vigatarāgo hoti vigatachando <b>vigatapemo</b> vigatapipāso vigatapariḷāho vigatataṇho.	kathañ'ca, gahapati, kāmehi ritto hoti? idha, gahapati, ekacco kāmesu vigatarāgo hoti vigatachando <b>vigatapemo</b> vigatapipāso vigatapariḷāho vigatataṇho. evaṃ kho, gahapati, kāmehi ritto hoti.
sa kho so, kālāmā, ariyasāvako evaṃ vigat'ābhijjho <b>vigatabyāpādo</b> asammūḷho sampajāno patissato mettāsahagatena cetasā ekaṃ disaṃ pharitvā viharati, tathā dutiyaṃ, tathā tatiyaṃ, tathā catutthaṃ	sa kho so, kālāmā, ariyasāvako evaṃ vigat'ābhijjho <b>vigatabyāpādo</b> asammūḷho sampajāno patissato mettāsahagatena cetasā ekaṃ disaṃ pharitvā viharati, tathā dutiyaṃ, tathā tatiyaṃ, tathā catutthaṃ
kathañ'ca, gahapati, kāmehi ritto hoti? idha, gahapati, ekacco kāmesu <b>vigatarāgo</b> hoti vigatachando vigatapemo vigatapipāso vigatapariḷāho vigatataṇho.	kathañ'ca, gahapati, kāmehi ritto hoti? idha, gahapati, ekacco kāmesu <b>vigatarāgo</b> hoti vigatachando vigatapemo vigatapipāso vigatapariḷāho vigatataṇho. evaṃ kho, gahapati, kāmehi ritto hoti.
seyyathā'pi, bhikkhave, saradasamaye viddhe <b>vigatavalāhake</b> deve ādicco nabhaṃ abbhussakkamāno sabbaṃ ākāsagataṃ tamagataṃ abhivihacca bhāsate ca tapate ca virocate ca	seyyathā'pi, bhikkhave, saradasamaye viddhe <b>vigatavalāhake</b> deve ādicco nabhaṃ abbhussakkamāno sabbaṃ ākāsagataṃ tamagataṃ abhivihacca bhāsate ca tapate ca virocati ca
so abhijjhaṃ loke pahāya <b>vigat</b>'ābhijjhena cetasā viharati, abhijjhāya cittaṃ parisodheti	kathañ'ca, visākhe, mātugāmo cāgasampanno hoti? idha, visākhe, mātugāmo<b> vigata</b>malamaccherena cetasā agāraṃ ajjhāvasati muttacāgā payatapāṇinī vossaggaratā yācayogā dānasaṃvibhāgaratā.
tiṇadosāni khettāni, icchādosā ayaṃ pajā,<br/>tasmā hi <b>vigat'icchesu</b>, dinnaṃ hoti mahapphalaṃ.	tiṇadosāni khettāni,<br/>icchādosā ayaṃ pajā,<br/>tasmā hi <b>vigat'icchesu</b>,<br/>dinnaṃ hoti mahapphalaṃ.
te vādakāmā parisaṃ <b>vigayha</b>, bālaṃ dahantī mithu aññam'aññaṃ,<br/>vadanti te aññasitā kathojjaṃ, pasaṃsakāmā kusalā vadānā.	te vādakāmā parisaṃ <b>vigayha</b>,<br/>bālaṃ dahantī mithu aññam'aññaṃ,<br/>vadanti te aññasitā kath'ojjaṃ,<br/>pasaṃsakāmā kusalā vadānā.
yam'āhu saccaṃ tathiyan'ti eke, tam'āhu aññe tucchaṃ musā'ti,<br/>evam'pi <b>vigayha</b> vivādayanti, kasmā na ekaṃ samaṇā vadanti.	yam'āhu saccaṃ tathiyan'ti eke,<br/>tam'āhu aññe tucchaṃ musā'ti,<br/>evam'pi <b>vigayha</b> vivādayanti,<br/>kasmā na ekaṃ samaṇā vadanti.
ye keci ariyaṃ dhammaṃ,<br/><b>vigarahantā</b> caranti dummedhā,<br/>upenti roruvaṃ ghoraṃ,<br/>cirarattaṃ dukkhaṃ anubhavanti.	ye keci ariyaṃ dhammaṃ,<br/><b>vigarahantā</b> caranti dummedhā,<br/>upenti roruvaṃ ghoraṃ,<br/>cirarattaṃ dukkhaṃ anubhavanti.
<b>vigarahi</b> buddho bhagavā, ananucchavikaṃ, moghapurisa, ananulomikaṃ appatirūpaṃ assāmaṇakaṃ akappiyaṃ akaraṇīyaṃ.	<b>vigarahi</b> buddho bhagavā, ananucchavikaṃ, moghapurisa, ananulomikaṃ appatirūpaṃ assāmaṇakaṃ akappiyaṃ akaraṇīyaṃ.
yathāvādī kho sadevake loke samārake sabrahmake sassamaṇabrāhmaṇiyā pajāya sadevamanussāya na kenaci loke <b>viggayha</b> tiṭṭhati, 	yathāvādī kho, āvuso, sadevake loke samārake sabrahmake sassamaṇabrāhmaṇiyā pajāya sadevamanussāya na kenaci loke <b>viggayha</b> tiṭṭhati
esevanto daṇḍ'ādānasatth'ādānakalaha<b>viggaha</b>vivādatuvaṃtuvaṃpesuññamusāvādānaṃ. etth'ete pāpakā akusalā dhammā aparisesā nirujjhantī'ti.	alaṃ, bhikkhave, mā bhaṇḍanaṃ mā kalahaṃ mā <b>viggahaṃ</b> mā vivādan'ti
yo pana bhikkhu sañcicca manussa<b>viggahaṃ</b> jīvitā voropeyya satthahārakaṃ v'āssa pariyeseyya maraṇavaṇṇaṃ vā saṃvaṇṇeyya maraṇāya vā samādapeyya	yo pana bhikkhu sañcicca manussa<b>viggahaṃ</b> jīvitā voropeyya, satthahārakaṃ v'āssa pariyeseyya, maraṇavaṇṇaṃ vā saṃvaṇṇeyya, maraṇāya vā samādapeyya
so ca kho attabyābādhāya'pi saṃvattati, parabyābādhāya'pi saṃvattati, ubhayabyābādhāya'pi saṃvattati, paññānirodhiko <b>vighātapakkhiko</b> anibbānasaṃvattaniko	byāpādavitakko, bhikkhave, andhakaraṇo acakkhukaraṇo aññāṇakaraṇo paññānirodhiko <b>vighātapakkhiko</b> anibbānasaṃvattaniko.
so ca kho attabyābādhāya'pi saṃvattati, parabyābādhāya'pi saṃvattati, ubhayabyābādhāya'pi saṃvattati, paññānirodhiko <b>vighāta</b>pakkhiko anibbānasaṃvattaniko	yāva'd'eva ca pana so puriso kilamathassa <b>vighātassa</b> bhāgī assā'ti.
sabbhi'r'eva samāsetha, paṇḍiteh'atthadassibhi, <br/>atthaṃ mahantaṃ gambhīraṃ, duddasaṃ nipuṇaṃ aṇuṃ, <br/>dhīrā samadhigacchanti, appamattā <b>vicakkhaṇā</b>'ti.	sabbhi'r'eva samāsetha,<br/>paṇḍiteh'atthadassibhi,<br/>atthaṃ mahantaṃ gambhīraṃ,<br/>duddasaṃ nipuṇaṃ aṇuṃ,<br/>dhīrā samadhigacchanti,<br/>appamattā <b>vicakkhaṇā</b>'ti.
paṭisaṅkhā yoniso dhamma<b>vicaya</b>sambojjh'aṅgaṃ bhāveti vivekanissitaṃ virāganissitaṃ nirodhanissitaṃ vossaggapariṇāmiṃ.	santaṃ vā ajjhattaṃ dhamma<b>vicaya</b>sambojjh'aṅgaṃ, atthi me ajjhattaṃ dhamma<b>vicaya</b>sambojjh'aṅgo'ti pajānāti
yehi vivitto <b>vicareyya</b> loke, na tāni uggayha vadeyya nāgo,<br/>jal'ambujaṃ kaṇḍakaṃ vārijaṃ yathā, jalena paṅkena c'anūpalittaṃ,<br/>evaṃ munī santivādo agiddho, kāme ca loke ca anūpalitto.	yehi vivitto <b>vicareyya</b> loke,<br/>na tāni uggayha vadeyya nāgo,<br/>jalambujaṃ kaṇḍakaṃ vārijaṃ yathā,<br/>jalena paṅkena c'anūpalittaṃ,<br/>evaṃ munī santivādo agiddho,<br/>kāme ca loke ca anūpalitto.
āvuso, amhehi pamādacāraṃ carituṃ na vaṭṭati… buddhā ca nāma pad'ānupadikaṃ <b>vicaranten</b>'āpi saṭhena ārādhetuṃ na sakkā, yath'ājjhāsayen'eva ārādhetuṃ sakkā	sa pattapāṇi <b>vicaranto</b>,<br/>amūgo mūgasammato,<br/>appaṃ dānaṃ na hīḷeyya,<br/>dātāraṃ n'āvajāniyā.
kuṭumbikena dinnasāṭakanivāsanato varataraṃ naggena <b>vicarituṃ</b>	āvuso, āgantuka kuṭumbikassa te gehe bhattaṃ bhuñjanato varataraṃ mīḷhaṃ khādituṃ... kuṭumbikena dinnasāṭakanivāsanato varataraṃ naggena <b>vicarituṃ.</b>
idh'āvuso, paṭhamaṃ jhānaṃ samāpannassa bhikkhuno vitakko ca vattati, <b>vicāro</b> ca pīti ca sukhañ'ca citt'ekaggatā ca. paṭhamaṃ kho, āvuso, jhānaṃ evaṃ pañcaṅgikan'ti.	idh'āvuso, paṭhamaṃ jhānaṃ samāpannassa bhikkhuno vitakko ca vattati, <b>vicāro</b> ca pīti ca sukhañ'ca citt'ekaggatā ca. paṭhamaṃ kho, āvuso, jhānaṃ evaṃ pañcaṅgikan'ti.
pubbe kho, āvuso visākha, vitakketvā <b>vicāretvā</b> pacchā vācaṃ bhindati, tasmā vitakkavicārā vacīsaṅkhāro.	pubbe kho, gahapati, vitakketvā <b>vicāretvā</b> pacchā vācaṃ bhindati, tasmā vitakkavicārā vacīsaṅkhāro.
yo so, bhante, ariyasāvako tathāgate ek'antagato abhippasanno, na so tathāgate vā tathāgatasāsane vā kaṅkheyya vā <b>vicikiccheyya</b> vā.	dukkham'eva uppajjamānaṃ uppajjati, dukkhaṃ nirujjhamānaṃ nirujjhatī'ti na kaṅkhati na <b>vicikicchati</b> aparapaccayā ñāṇam'ev'assa ettha hoti. ettāvatā kho, kaccāna, sammādiṭṭhi hoti.
ayoniso, bhikkhave, manasi karoto anuppannā c'eva <b>vicikicchā</b> uppajjati uppannā ca vicikicchā bhiyyobhāvāya vepullāya saṃvattati	idh'āvuso, paṭhamaṃ jhānaṃ samāpannassa bhikkhuno kāmacchando pahīno hoti, byāpādo pahīno hoti, thīnamiddhaṃ pahīnaṃ hoti, uddhaccakukkuccaṃ pahīnaṃ hoti, <b>vicikicchā</b> pahīnā hoti
es'ev'anto paṭigh'ānusayānaṃ, es'ev'anto diṭṭh'ānusayānaṃ, es'ev'anto <b>vicikicch'ānusayānaṃ</b>	kāmarāg'ānusayassa ... paṭigh'ānusayassa ... diṭṭh'ānusayassa ... <b>vicikicch'ānusayassa</b> ... mān'ānusayassa ... bhavarāg'ānusayassa ... avijj'ānusayassa pahānāya samucchedāya brahmacariyaṃ vussati.
kaṅkhī vat'amhi <b>vicikicchī</b> aniṭṭhaṅ'gato saddhamme'ti. ime kho cattāro maraṇadhammā samānā bhāyanti, santāsaṃ āpajjanti maraṇassa.	tam'enaṃ aññataro gāḷho rog'ātaṅko phusati. tassa aññatarena gāḷhena rog'ātaṅkena phuṭṭhassa evaṃ hoti, kaṅkhī vat'amhi <b>vicikicchī</b> aniṭṭhaṅ'gato saddhamme'ti.
idha vassaṃ vasissāmi, idha hem'antagimhisu, <br/>iti bālo v<b>icinteti,</b> antarāyaṃ na bujjhati.'	idha vassaṃ vasissāmi,<br/>idha hem'antagimhisu,<br/>iti bālo <b>vicinteti</b>,<br/>antarāyaṃ na bujjhati.
ahi vā maṃ ḍaṃseyya, <b>vicchiko</b> vā maṃ ḍaṃseyya, satapadī vā maṃ ḍaṃseyya, tena me assa kālakiriyā. so mama assa antarāyo.	ahi<b>vicchikā</b> satapadī,<br/>uṇṇanābhī sarabū mūsikā,<br/>katā me rakkhā katā me parittā,<br/>paṭikkamantu bhūtāni.
theyyaṃ na kāre na musā bhaṇeyya,<br/>mettāya phasse tasathāvarāni,<br/>yad'āvilattaṃ manaso <b>vijaññā</b>,<br/>kaṇhassa pakkho'ti vinodayeyya.	theyyaṃ na kāre na musā bhaṇeyya,<br/>mettāya phasse tasathāvarāni,<br/>yad'āvilattaṃ manaso <b>vijaññā</b>,<br/>kaṇhassa pakkho'ti vinodayeyya.
antojaṭā bahijaṭā,<br/>jaṭāya jaṭitā pajā,<br/>taṃ taṃ gotama pucchāmi,<br/>ko imaṃ <b>vijaṭaye</b> jaṭan'ti.	antojaṭā bahijaṭā,<br/>jaṭāya jaṭitā pajā,<br/>taṃ taṃ gotama pucchāmi,<br/>ko imaṃ <b>vijaṭaye</b> jaṭan'ti.
yo pana bhikkhu aññātikāya bhikkhuniyā eḷakalomāni dhovāpeyya vā rajāpeyya vā <b>vijaṭāpeyya</b> vā, nissaggiyaṃ pācittiyaṃ.	yo pana bhikkhu aññātikāya bhikkhuniyā eḷakalomāni dhovāpeyya vā rajāpeyya vā <b>vijaṭāpeyya</b> vā, nissaggiyaṃ pācittiyaṃ.
yesaṃ rāgo ca doso ca, <br/>avijjā ca virājitā.<br/>khīṇ'āsavā arahanto, <br/>tesaṃ <b>vijaṭitā</b> jaṭā.	yesaṃ rāgo ca doso ca,<br/>avijjā ca virājitā,<br/>khīṇ'āsavā arahanto,<br/>tesaṃ <b>vijaṭitā</b> jaṭā.
yāni ca kho tāni sen'āsanāni appasaddāni appanigghosāni <b>vijana</b>vātāni manussarāhaseyyakāni paṭisallānasāruppāni tathārūpehi sen'āsanehi saṃsaggaṃ vaṇṇayāmī'ti	yāni ca kho tāni sen'āsanāni appasaddāni appanigghosāni <b>vijana</b>vātāni manussarāhaseyyakāni paṭisallānasāruppāni tathārūpehi sen'āsanehi saṃsaggaṃ vaṇṇayāmī'ti
yāni ca kho tāni sen'āsanāni appasaddāni appanigghosāni <b>vijanavātāni</b> manussarāhaseyyakāni paṭisallānasāruppāni tathārūpehi sen'āsanehi saṃsaggaṃ vaṇṇayāmī'ti	yāni ca kho tāni sen'āsanāni appasaddāni appanigghosāni <b>vijanavātāni</b> manussarāhaseyyakāni paṭisallānasāruppāni tathārūpehi sen'āsanehi saṃsaggaṃ vaṇṇayāmī'ti
niddā tandī <b>vijambhitā</b>,<br/>aratī bhattasammado,<br/>etena nappakāsati,<br/>ariyamaggo idha pāṇinan'ti.	niddā tandī <b>vijambhitā</b>,<br/>aratī bhattasammado,<br/>etena nappakāsati,<br/>ariyamaggo idha pāṇinan'ti.
catūhi kho, visākhe, dhammehi samannāgato mātugāmo idhaloka<b>vijayāya</b> paṭipanno hoti, ayaṃsa loko āraddho hoti. katamehi catūhi?	catūhi kho, visākhe, dhammehi samannāgato mātugāmo idhaloka<b>vijayāya</b> paṭipanno hoti, ayaṃsa loko āraddho hoti. katamehi catūhi?
nisajjaṃ kappeyyā'ti mahallake ghare piṭṭhasaṅghāṭassa hatthapāsaṃ <b>vijahitvā</b> nisīdati, āpatti pācittiyassa. khuddake ghare piṭṭhivaṃsaṃ atikkamitvā nisīdati, āpatti pācittiyassa.	nisajjaṃ kappeyyā'ti mahallake ghare piṭṭhasaṅghāṭassa hatthapāsaṃ <b>vijahitvā</b> nisīdati, āpatti pācittiyassa. khuddake ghare piṭṭhivaṃsaṃ atikkamitvā nisīdati, āpatti pācittiyassa.
etha passath'imaṃ lokaṃ, cittaṃ rājarath'ūpamaṃ,<br/>yattha bālā visīdanti, n'atthi saṅgo <b>vijānataṃ</b>.	etha passath'imaṃ lokaṃ,<br/>cittaṃ rājarath'ūpamaṃ,<br/>yattha bālā visīdanti,<br/>n'atthi saṅgo <b>vijānataṃ</b>.
maccherā ca pamādā ca,<br/>evaṃ dānaṃ na dīyati,<br/>puññaṃ ākaṅkhamānena,<br/>deyyaṃ hoti <b>vijānatā</b>'ti.	maccherā ca pamādā ca,<br/>evaṃ dānaṃ na dīyati,<br/>puññaṃ ākaṅkhamānena,<br/>deyyaṃ hoti <b>vijānatā</b>'ti.
bhante nāgasena, kiṃlakkhaṇaṃ viññāṇan'ti? <b>vijānana</b>lakkhaṇaṃ, mahārāja, viññāṇan'ti.	pathavīdhātū'ti patiṭṭhānadhātu. āpodhātū'ti ābandhanadhātu. tejodhātū'ti paripācanadhātu. vāyodhātū'ti vitthambhanadhātu. ākāsadhātū'ti asamphuṭṭhadhātu viññāṇadhātū'ti <b>vijānana</b>dhātu.
etha passath'imaṃ lokaṃ, cittaṃ rājarath'ūpamaṃ,<br/>yattha bālā visīdanti, n'atthi saṅgo <b>vijānataṃ</b>.	etha passath'imaṃ lokaṃ,<br/>cittaṃ rājarath'ūpamaṃ,<br/>yattha bālā visīdanti,<br/>n'atthi saṅgo <b>vijānataṃ</b>.
yaṃ vedeti taṃ sañjānāti, yaṃ sañjānāti taṃ <b>vijānāti</b>. tasmā ime dhammā saṃsaṭṭhā no visaṃsaṭṭhā.	viññāṇaṃ viññāṇan'ti, āvuso, vuccati. kittāvatā nu kho, āvuso, viññāṇan'ti vuccatī'ti? <b>vijānāti</b> <b>vijānātī</b>'ti kho, āvuso, tasmā viññāṇan'ti vuccati.
yamhā dhammaṃ <b>vijāneyya</b>, sammāsambuddhadesitaṃ,<br/>sakkaccaṃ taṃ namasseyya, aggihuttaṃ'va brāhmaṇo.	yamhā dhammaṃ <b>vijāneyya</b>,<br/>sammāsambuddhadesitaṃ,<br/>sakkaccaṃ taṃ namasseyya,<br/>aggihuttaṃ'va brāhmaṇo.
ye te manoviññeyyā dhammā aviññātā aviññātapubbā, na ca vijānāsi, na ca te hoti <b>vijāneyyan</b>'ti? atthi te tattha chando vā rāgo vā pemaṃ vā'ti?	ye te manoviññeyyā dhammā aviññātā aviññātapubbā, na ca vijānāsi, na ca te hoti <b>vijāneyyan</b>'ti? atthi te tattha chando vā rāgo vā pemaṃ vā'ti? no h'etaṃ, bhante.
no ce labhetha nipakaṃ sahāyaṃ, saddhiṃcaraṃ sādhuvihāridhīraṃ, <br/>rājā'va raṭṭhaṃ <b>vijitaṃ</b> pahāya, eko care mātaṅg'araññe'va nāgo.	no ce labhetha nipakaṃ sahāyaṃ,<br/>saddhiṃcaraṃ sādhuvihāridhīraṃ,<br/>rājā'va raṭṭhaṃ <b>vijitaṃ</b> pahāya,<br/>eko care mātaṅg'araññ'eva nāgo.
sace agāraṃ ajjhāvasati, rājā hoti cakkavattī dhammiko dhammarājā cāturanto <b>vijitāvī</b> janapadatthāvariyappatto sattaratanasamannāgato.	sace agāraṃ ajjhāvasati, rājā hoti cakkavattī dhammiko dhammarājā cāturanto <b>vijitāvī</b> janapadatthāvariyappatto sattaratanasamannāgato. tass'imāni satta ratanāni bhavanti
tesañ'ca vikālabhojan'ādivasena vatthusabhāg'āpattiyo ce na <b>vijjanti</b>.	icc'ete aṭṭha dhammā ca,<br/>yassā <b>vijjanti</b> nāriyā,<br/>tam'pi sīlavatiṃ āhu,<br/>dhammaṭṭhaṃ saccavādiniṃ.
amatamhi <b>vijjamāne</b>, kiṃ tava pañcakaṭukena pītena, sabbā hi kāmaratiyo, kaṭukatarā pañcakaṭukena.	amatamhi <b>vijjamāne</b>,<br/>kiṃ tava pañcakaṭukena pītena,<br/>sabbā hi kāmaratiyo,<br/>kaṭukatarā pañcakaṭukena.
asso yathā bhadro kasāniviṭṭho, ātāpino saṃvegino bhavātha,<br/>saddhāya sīlena ca vīriyena ca, samādhinā dhammavinicchayena ca,<br/>sampanna<b>vijjācaraṇā</b> patissatā, jahissatha dukkham'idaṃ anappakaṃ.	asso yathā bhadro kasāniviṭṭho,<br/>ātāpino saṃvegino bhavātha,<br/>saddhāya sīlena ca vīriyena ca,<br/>samādhinā dhammavinicchayena ca,<br/>sampanna<b>vijjācaraṇā </b>patissatā,<br/>jahissatha dukkham'idaṃ anappakaṃ.
